SKU_ID,SKU_NAME,CATEGORY,ABC_CLASS,SUPPLIER_ID,SUPPLIER_NAME,WAREHOUSE_ID,WAREHOUSE_LOCATION,BATCH_ID,RECEIVED_DATE,LAST_PURCHASE_DATE,EXPIRY_DATE,AUDIT_DATE,STOCK_AGE_DAYS,QUANTITY_ON_HAND,QUANTITY_RESERVED,QUANTITY_COMMITTED,DAMAGED_QTY,RETURNS_QTY,AVG_DAILY_SALES,FORECAST_NEXT_30D,DAYS_OF_INVENTORY,SKU_CHURN_RATE,ORDER_FREQUENCY_PER_MONTH,REORDER_POINT,SAFETY_STOCK,LEAD_TIME_DAYS,UNIT_COST_USD,LAST_PURCHASE_PRICE_USD,TOTAL_INVENTORY_VALUE_USD,SUPPLIER_ONTIME_PCT,FIFO_FEFO,INVENTORY_STATUS,COUNT_VARIANCE,AUDIT_VARIANCE_PCT,DEMAND_FORECAST_ACCURACY_PCT,NOTES,UPLOAD_TIMESTAMP
SKU0317,Frozen Product 209,Frozen,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8404,2025-06-10,2025-05-22,2026-01-29,2025-08-07,91,136.00,26.00,37.00,0.00,0.00,1546.00,567,880.00,341.00,700.00,236.00,81.00,10,301.00,288.00,40907.00,0.00,FEFO,Low Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0318,Fresh Product 414,Fresh Produce,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH6370,2025-08-30,2025-08-21,2025-09-05,2025-08-09,10,621.00,46.00,81.00,1.00,1.00,4274.00,1,1453.00,206.00,1100.00,262.00,91.00,4,136.00,127.00,84468.00,0.00,FIFO,Expiring Soon,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0319,Bakery Product 26,Bakery,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH7625,2025-07-27,2025-06-03,2025-07-29,2025-06-30,44,554.00,8.00,93.00,1.00,0.00,4507.00,1,1229.00,244.00,1600.00,954.00,323.00,14,253.00,249.00,1.40,0.00,FEFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0320,Meat Product 237,Meat,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2010,2025-08-09,2025-06-17,2025-08-14,2025-08-24,31,80.00,25.00,21.00,0.00,1.00,1018.00,327,786.00,382.00,400.00,48.00,17.00,3,1164.00,1074.00,93125.00,0.00,FIFO,Expiring Soon,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0321,Bakery Product 352,Bakery,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH2228,2025-04-12,2025-04-11,2025-04-16,2025-08-15,150,74.00,2.00,12.00,2.00,1.00,1597.00,597,463.00,647.00,400.00,55.00,23.00,2,368.00,415.00,27255.00,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0322,Frozen Product 66,Frozen,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH8552,2025-08-09,2025-08-06,2026-02-15,2025-06-28,31,234.00,15.00,31.00,0.00,2.00,2086.00,506,1122.00,267.00,300.00,36.00,15.00,1,312.00,307.00,73090.00,0.00,FIFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0323,Beverages Product 255,Beverages,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH3831,2025-03-19,2025-02-25,2028-08-08,2025-08-17,174,2.00,151.00,139.00,0.00,0.00,8574.00,3,1847.00,162.00,3200.00,902.00,302.00,7,438.00,447.00,6.93,0.00,FIFO,In Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0324,Frozen Product 77,Frozen,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH5026,2025-04-04,2025-02-22,2026-03-07,2025-07-08,158,180.00,44.00,38.00,1.00,2.00,3873.00,1,465.00,645.00,1400.00,586.00,199.00,10,634.00,580.00,1.14,0.00,FEFO,Low Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0325,Pantry Product 32,Pantry,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH7868,2025-06-03,2025-05-22,2027-03-11,2025-06-21,98,108.00,15.00,0.00,0.00,0.00,599.00,187,1803.00,166.00,400.00,51.00,21.00,5,1303.00,1386.00,1.41,0.00,FIFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0326,Pantry Product 10,Pantry,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH8940,2025-05-10,2025-04-18,2029-05-29,2025-07-22,122,69.00,25.00,23.00,3.00,0.00,942.00,362,732.00,410.00,700.00,62.00,24.00,4,136.00,133.00,9412.00,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0327,Fresh Product 306,Fresh Produce,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8728,2025-06-30,2025-05-28,2025-07-03,2025-06-27,71,433.00,147.00,58.00,1.00,0.00,5320.00,2,814.00,369.00,1600.00,248.00,88.00,3,157.00,143.00,67959.00,0.00,FEFO,Expiring Soon,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0328,Personal Product 52,Personal Care,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1916,2025-07-03,2025-05-16,2029-06-29,2025-06-28,68,15.00,3.00,2.00,1.00,1.00,175.00,49,857.00,350.00,200.00,16.00,7.00,5,419.00,451.00,6281.00,0.00,FIFO,Low Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0329,Household Product 182,Household,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH6210,2025-07-11,2025-05-21,2029-11-05,2025-06-26,60,15.00,8.00,7.00,0.00,1.00,292.00,100,514.00,584.00,300.00,13.00,10.00,1,1680.00,1891.00,25200.00,0.00,FEFO,In Stock,2.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0330,Personal Product 289,Personal Care,A,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH9882,2025-07-23,2025-07-04,2029-04-26,2025-07-09,48,119.00,43.00,12.00,0.00,1.00,1581.00,500,753.00,399.00,300.00,168.00,57.00,7,1840.00,2114.00,2.19,0.00,FIFO,Low Stock,6.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0331,Meat Product 113,Meat,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH6435,2025-05-10,2025-03-13,2025-05-15,2025-08-24,122,301.00,29.00,31.00,0.00,1.00,3222.00,1,934.00,321.00,1800.00,154.00,57.00,3,974.00,996.00,2.93,0.00,FIFO,Expiring Soon,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0332,Dairy Product 411,Dairy,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH3320,2025-09-04,2025-07-17,2025-09-15,2025-07-04,5,86.00,21.00,2.00,0.00,0.00,1047.00,268,821.00,365.00,300.00,32.00,11.00,2,329.00,297.00,28305.00,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0333,Personal Product 192,Personal Care,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH5944,2025-08-15,2025-07-26,2028-07-04,2025-08-20,25,128.00,14.00,7.00,1.00,0.00,779.00,165,1643.00,183.00,400.00,29.00,13.00,2,1325.00,1469.00,1.70,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0334,Bakery Product 328,Bakery,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6846,2025-07-27,2025-07-13,2025-08-03,2025-07-23,44,1.00,85.00,82.00,0.00,1.00,6206.00,2,1647.00,182.00,2600.00,190.00,66.00,2,136.00,149.00,1.39,0.00,FIFO,Expiring Soon,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0335,Beverages Product 66,Beverages,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7415,2025-03-14,2025-01-19,2029-05-30,2025-08-17,179,42.00,16.00,16.00,1.00,2.00,884.00,261,475.00,631.00,100.00,60.00,25.00,4,617.00,673.00,25923.00,0.00,FIFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0336,Personal Product 496,Personal Care,A,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2705,2025-03-30,2025-01-30,2029-05-31,2025-08-22,163,150.00,45.00,57.00,0.00,2.00,2239.00,656,670.00,448.00,1000.00,72.00,27.00,2,1576.00,1770.00,2.36,0.00,FEFO,In Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0337,Fresh Product 178,Fresh Produce,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH6500,2025-03-31,2025-03-03,2025-04-04,2025-08-07,162,1.00,95.00,103.00,0.00,0.00,7151.00,2,1551.00,193.00,2400.00,1.51,509.00,14,136.00,138.00,1.51,0.00,FIFO,Low Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0338,Beverages Product 180,Beverages,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH7323,2025-09-09,2025-08-12,2026-12-16,2025-08-19,0,1.00,141.00,202.00,1.00,0.00,9162.00,3,1119.00,268.00,4200.00,1.38,462.00,10,219.00,204.00,2.24,0.00,FEFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0339,Frozen Product 194,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH8855,2025-06-05,2025-04-16,2025-12-27,2025-08-20,96,186.00,69.00,19.00,0.00,0.00,2039.00,785,912.00,329.00,900.00,98.00,37.00,3,385.00,421.00,71545.00,0.00,FIFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0340,Household Product 18,Household,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH2715,2025-06-20,2025-06-16,2027-12-06,2025-08-19,81,108.00,29.00,11.00,0.00,1.00,1786.00,467,605.00,496.00,1000.00,190.00,65.00,7,605.00,669.00,65355.00,0.00,FEFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0341,Dairy Product 39,Dairy,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH8909,2025-06-15,2025-05-01,2025-07-11,2025-07-16,86,154.00,71.00,83.00,0.00,0.00,4406.00,1,350.00,858.00,1000.00,74.00,30.00,1,94.00,102.00,14482.00,0.00,FIFO,Expiring Soon,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0342,Dairy Product 456,Dairy,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6424,2025-08-27,2025-08-14,2025-09-06,2025-07-19,13,47.00,27.00,7.00,0.00,1.00,709.00,192,663.00,453.00,200.00,12.00,5.00,1,90.00,92.00,4207.00,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0343,Beverages Product 374,Beverages,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5872,2025-03-24,2025-03-09,2027-10-21,2025-09-03,169,434.00,297.00,6.00,0.00,1.00,8979.00,3,483.00,621.00,4600.00,405.00,136.00,3,478.00,435.00,2.08,0.00,FIFO,In Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0344,Pantry Product 252,Pantry,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH8005,2025-06-09,2025-06-04,2026-06-16,2025-06-17,92,20.00,11.00,0.00,1.00,1.00,293.00,92,683.00,440.00,400.00,25.00,10.00,5,563.00,534.00,11260.00,0.00,FEFO,Low Stock,8.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0345,Frozen Product 50,Frozen,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH5781,2025-07-28,2025-07-23,2026-07-06,2025-08-26,43,176.00,61.00,20.00,2.00,3.00,1489.00,502,1182.00,254.00,300.00,112.00,38.00,5,135.00,139.00,23734.00,0.00,FEFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0346,Bakery Product 251,Bakery,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH7349,2025-03-29,2025-03-18,2025-04-04,2025-07-23,164,603.00,95.00,58.00,0.00,0.00,5395.00,2,1118.00,268.00,2100.00,329.00,113.00,4,109.00,103.00,65697.00,0.00,FEFO,Expiring Soon,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0347,Frozen Product 135,Frozen,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH5400,2025-07-04,2025-05-29,2026-02-26,2025-08-21,67,116.00,24.00,3.00,0.00,0.00,1632.00,545,711.00,422.00,600.00,126.00,44.00,5,396.00,399.00,45910.00,0.00,FIFO,Low Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0348,Beverages Product 44,Beverages,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH4727,2025-05-27,2025-04-22,2029-09-15,2025-07-22,105,329.00,78.00,63.00,3.00,0.00,2927.00,652,1124.00,267.00,1100.00,137.00,49.00,3,439.00,459.00,1.44,0.00,FIFO,In Stock,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0349,Bakery Product 275,Bakery,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH5896,2025-07-11,2025-07-06,2025-07-16,2025-09-05,60,196.00,59.00,23.00,0.00,2.00,1295.00,473,1514.00,198.00,400.00,44.00,18.00,2,279.00,281.00,54606.00,0.00,FEFO,Expiring Soon,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0350,Personal Product 410,Personal Care,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH8357,2025-08-03,2025-07-23,2027-04-06,2025-08-13,37,231.00,51.00,36.00,1.00,0.00,1953.00,512,1183.00,254.00,1200.00,68.00,29.00,2,2390.00,2425.00,5.52,0.00,FIFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0351,Dairy Product 217,Dairy,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH3422,2025-07-20,2025-05-28,2025-08-16,2025-07-31,51,210.00,34.00,47.00,1.00,0.00,2058.00,595,1020.00,294.00,900.00,40.00,19.00,1,188.00,210.00,39390.00,0.00,FEFO,Expiring Soon,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0352,Personal Product 35,Personal Care,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH6343,2025-04-20,2025-02-25,2028-07-11,2025-07-05,142,36.00,2.00,7.00,1.00,1.00,288.00,106,1250.00,240.00,100.00,9.00,6.00,1,2157.00,2369.00,77650.00,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0353,Household Product 403,Household,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH2843,2025-04-29,2025-04-03,2028-09-04,2025-08-22,133,187.00,68.00,40.00,6.00,0.00,1927.00,657,970.00,309.00,700.00,153.00,57.00,5,1013.00,926.00,1.89,0.00,FIFO,In Stock,-5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0354,Pantry Product 494,Pantry,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH5687,2025-04-18,2025-02-22,2026-11-10,2025-07-19,144,352.00,67.00,10.00,3.00,0.00,2537.00,972,1387.00,216.00,1100.00,123.00,47.00,3,765.00,856.00,2.69,0.00,FEFO,In Stock,-5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0355,Pantry Product 293,Pantry,A,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH5512,2025-08-31,2025-08-06,2027-08-18,2025-06-22,9,256.00,42.00,4.00,0.00,0.00,2482.00,946,1031.00,291.00,1400.00,119.00,45.00,3,873.00,968.00,2.24,0.00,FIFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0356,Beverages Product 20,Beverages,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH1807,2025-03-17,2025-01-29,2027-07-16,2025-08-06,176,779.00,118.00,63.00,0.00,2.00,6162.00,2,1264.00,237.00,2300.00,190.00,67.00,2,663.00,647.00,5.17,0.00,FEFO,In Stock,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0357,Fresh Product 419,Fresh Produce,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH2609,2025-06-30,2025-05-06,2025-07-10,2025-08-23,71,422.00,65.00,35.00,0.00,1.00,4047.00,2,1043.00,288.00,1400.00,304.00,102.00,5,215.00,221.00,90700.00,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0358,Beverages Product 397,Beverages,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH2462,2025-05-26,2025-05-14,2029-10-15,2025-08-13,106,644.00,115.00,63.00,1.00,0.00,6740.00,2,955.00,314.00,1700.00,110.00,43.00,1,787.00,900.00,5.07,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0359,Bakery Product 249,Bakery,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH3604,2025-08-26,2025-08-22,2025-09-01,2025-06-11,14,46.00,12.00,8.00,0.00,0.00,434.00,140,1060.00,283.00,200.00,18.00,9.00,2,323.00,344.00,14842.00,0.00,FEFO,Expiring Soon,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0360,Dairy Product 436,Dairy,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH4158,2025-09-02,2025-07-08,2025-09-14,2025-09-02,7,363.00,121.00,78.00,0.00,1.00,4249.00,1,854.00,351.00,1800.00,639.00,214.00,10,286.00,294.00,1.04,0.00,FIFO,Low Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0361,Frozen Product 471,Frozen,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH8605,2025-07-01,2025-05-30,2026-04-01,2025-06-20,70,47.00,13.00,11.00,2.00,1.00,547.00,125,859.00,349.00,400.00,44.00,17.00,5,686.00,763.00,32265.00,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0362,Beverages Product 124,Beverages,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH3909,2025-04-10,2025-02-14,2028-10-09,2025-06-26,152,31.00,4.00,0.00,1.00,0.00,355.00,78,873.00,344.00,100.00,26.00,12.00,4,394.00,369.00,12215.00,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0363,Seafood Product 429,Seafood,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH7333,2025-06-29,2025-06-26,2025-07-02,2025-06-28,72,266.00,38.00,32.00,1.00,0.00,2792.00,691,953.00,315.00,800.00,299.00,104.00,7,937.00,876.00,2.49,0.00,FIFO,Low Stock,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0364,Dairy Product 114,Dairy,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH7709,2025-07-03,2025-06-01,2025-07-30,2025-06-14,68,485.00,45.00,52.00,0.00,0.00,4076.00,915,1190.00,252.00,1600.00,129.00,47.00,2,177.00,202.00,85767.00,0.00,FIFO,Expiring Soon,-3.00,0.00,0.00,High return rate,2026-01-04T03:05:54Z
SKU0365,Pantry Product 308,Pantry,B,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6004,2025-07-07,2025-05-23,2029-12-03,2025-07-17,64,123.00,32.00,10.00,3.00,0.00,966.00,364,1273.00,236.00,400.00,151.00,54.00,10,1291.00,1172.00,1.59,0.00,FEFO,Low Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0366,Household Product 236,Household,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH9530,2025-05-13,2025-03-22,2028-01-21,2025-06-27,119,6.00,1.00,2.00,0.00,4.00,101.00,30,594.00,505.00,200.00,6.00,4.00,2,1468.00,1409.00,8807.00,0.00,FEFO,Low Stock,1.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0367,Personal Product 495,Personal Care,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH5631,2025-03-28,2025-03-09,2029-07-26,2025-07-10,165,164.00,42.00,31.00,2.00,2.00,1614.00,375,1016.00,295.00,400.00,172.00,59.00,7,204.00,193.00,33425.00,0.00,FIFO,Low Stock,5.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0368,Pantry Product 442,Pantry,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH5895,2025-03-26,2025-03-14,2030-03-21,2025-07-05,167,61.00,22.00,12.00,2.00,1.00,1466.00,529,416.00,721.00,600.00,113.00,40.00,5,1263.00,1410.00,77023.00,0.00,FIFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0369,Personal Product 413,Personal Care,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH3292,2025-03-24,2025-02-06,2028-01-07,2025-06-18,169,48.00,10.00,18.00,0.00,1.00,1480.00,456,324.00,925.00,400.00,320.00,113.00,14,66.00,59.00,3161.00,0.00,FIFO,Low Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0370,Meat Product 465,Meat,A,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH4111,2025-06-02,2025-05-12,2025-06-08,2025-06-14,99,289.00,24.00,21.00,0.00,3.00,3574.00,1,809.00,371.00,1200.00,116.00,45.00,2,727.00,704.00,2.10,0.00,FIFO,Expiring Soon,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0371,Household Product 465,Household,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH3967,2025-06-25,2025-06-07,2027-06-08,2025-07-11,76,150.00,57.00,22.00,0.00,1.00,1585.00,486,946.00,317.00,100.00,55.00,23.00,2,683.00,682.00,1.02,0.00,FIFO,In Stock,0.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0372,Beverages Product 287,Beverages,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH4641,2025-03-26,2025-03-04,2026-09-24,2025-08-01,167,126.00,14.00,39.00,1.00,0.00,1388.00,449,908.00,330.00,500.00,46.00,18.00,2,551.00,539.00,69407.00,0.00,FIFO,In Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0373,Personal Product 191,Personal Care,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH2929,2025-06-26,2025-05-27,2029-01-30,2025-06-20,75,97.00,13.00,3.00,1.00,0.00,943.00,245,1029.00,292.00,200.00,22.00,13.00,1,309.00,289.00,30017.00,0.00,FIFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0374,Personal Product 37,Personal Care,A,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH7253,2025-05-04,2025-04-01,2027-01-04,2025-07-19,128,190.00,34.00,15.00,1.00,0.00,1372.00,346,1385.00,217.00,200.00,25.00,11.00,1,2238.00,2516.00,4.25,0.00,FEFO,In Stock,2.00,0.00,0.00,High return rate,2026-01-04T03:05:54Z
SKU0375,Dairy Product 103,Dairy,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH3346,2025-04-17,2025-03-28,2025-05-08,2025-08-30,145,204.00,44.00,53.00,3.00,0.00,2306.00,810,885.00,339.00,800.00,141.00,49.00,4,373.00,400.00,76041.00,0.00,FIFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0376,Pantry Product 91,Pantry,A,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH5481,2025-09-08,2025-08-26,2029-03-21,2025-06-28,1,306.00,39.00,24.00,0.00,0.00,2734.00,905,1119.00,268.00,1000.00,419.00,146.00,10,699.00,700.00,2.14,0.00,FIFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0377,Frozen Product 391,Frozen,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8035,2025-04-05,2025-03-11,2026-01-21,2025-07-10,157,470.00,95.00,62.00,0.00,0.00,3777.00,1,1244.00,241.00,1100.00,179.00,66.00,3,418.00,388.00,1.97,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0378,Fresh Product 103,Fresh Produce,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4122,2025-06-19,2025-06-18,2025-06-30,2025-06-21,82,118.00,23.00,19.00,2.00,2.00,1256.00,458,939.00,319.00,500.00,133.00,45.00,7,129.00,128.00,15248.00,0.00,FIFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0379,Meat Product 450,Meat,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH7284,2025-08-07,2025-07-06,2025-08-15,2025-08-19,33,78.00,16.00,11.00,3.00,2.00,995.00,296,784.00,383.00,200.00,54.00,24.00,3,1011.00,973.00,78881.00,0.00,FEFO,Expiring Soon,0.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0380,Meat Product 149,Meat,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH6535,2025-04-10,2025-03-14,2025-05-01,2025-07-28,152,252.00,83.00,50.00,4.00,1.00,2711.00,968,930.00,323.00,1000.00,165.00,57.00,4,867.00,799.00,2.19,0.00,FIFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0381,Frozen Product 385,Frozen,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH4742,2025-05-29,2025-05-15,2025-11-29,2025-08-13,103,300.00,23.00,17.00,0.00,0.00,2160.00,556,1389.00,216.00,700.00,99.00,34.00,3,564.00,648.00,1.69,0.00,FIFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0382,Pantry Product 87,Pantry,A,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH7147,2025-03-27,2025-01-30,2026-06-11,2025-07-03,166,292.00,36.00,5.00,2.00,0.00,2104.00,580,1388.00,216.00,800.00,33.00,12.00,1,935.00,1007.00,2.73,0.00,FEFO,In Stock,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0383,Pantry Product 25,Pantry,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH2897,2025-08-28,2025-08-02,2030-07-10,2025-07-23,12,256.00,28.00,45.00,1.00,0.00,1492.00,510,1716.00,175.00,200.00,48.00,18.00,2,871.00,849.00,2.23,0.00,FEFO,In Stock,3.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0384,Frozen Product 79,Frozen,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH2654,2025-06-24,2025-05-13,2026-04-07,2025-06-22,77,345.00,76.00,37.00,0.00,1.00,4980.00,2,693.00,433.00,2000.00,524.00,175.00,7,148.00,159.00,51160.00,0.00,FEFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
